

[2024-03-18 18:45:17] BASELINE with simpleCNN
model total parameters: 15,770
model total parameters: 15,770
[2024-03-18 18:49:28] Epoch [1/10], phase: train, samples: 58437, Loss: 0.0102, Top-1 Accuracy: 22.97%, Top-3 Accuracy: 51.10%
[2024-03-18 19:02:02] Epoch [1/20], phase: train, samples: 58437, Loss: 0.0134, Top-1 Accuracy: 10.76%, Top-3 Accuracy: 31.36%
[2024-03-18 19:02:10] Epoch [1/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:02:37] Epoch [2/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.78%, Top-3 Accuracy: 31.35%
[2024-03-18 19:02:45] Epoch [2/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:03:12] Epoch [3/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.78%, Top-3 Accuracy: 31.39%
[2024-03-18 19:03:20] Epoch [3/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:03:47] Epoch [4/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.79%, Top-3 Accuracy: 31.40%
[2024-03-18 19:03:55] Epoch [4/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:04:20] Epoch [5/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.78%, Top-3 Accuracy: 31.39%
[2024-03-18 19:04:29] Epoch [5/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:04:55] Epoch [6/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.77%, Top-3 Accuracy: 31.42%
[2024-03-18 19:05:03] Epoch [6/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%
[2024-03-18 19:05:28] Epoch [7/20], phase: train, samples: 58437, Loss: 0.0090, Top-1 Accuracy: 10.77%, Top-3 Accuracy: 31.41%
[2024-03-18 19:05:37] Epoch [7/20], phase: val, samples: 19479, Loss: 0.0091, Top-1 Accuracy: 11.60%, Top-3 Accuracy: 32.39%

[2024-03-18 19:07:28] BASELINE with Resnet18
model total parameters: 15,770
learning rate=0.005
model total parameters: 11,683,240
learning rate=0.005
[2024-03-18 19:08:21] Epoch [1/20], phase: train, samples: 58437, Loss: 0.0068, Top-1 Accuracy: 37.09%, Top-3 Accuracy: 63.95%
[2024-03-18 19:08:31] Epoch [1/20], phase: val, samples: 19479, Loss: 0.0052, Top-1 Accuracy: 54.44%, Top-3 Accuracy: 80.98%
[2024-03-18 19:09:03] Epoch [2/20], phase: train, samples: 58437, Loss: 0.0034, Top-1 Accuracy: 70.17%, Top-3 Accuracy: 89.38%
[2024-03-18 19:09:12] Epoch [2/20], phase: val, samples: 19479, Loss: 0.0031, Top-1 Accuracy: 73.54%, Top-3 Accuracy: 91.40%
[2024-03-18 19:09:45] Epoch [3/20], phase: train, samples: 58437, Loss: 0.0027, Top-1 Accuracy: 76.27%, Top-3 Accuracy: 92.61%
[2024-03-18 19:09:54] Epoch [3/20], phase: val, samples: 19479, Loss: 0.0028, Top-1 Accuracy: 76.65%, Top-3 Accuracy: 92.64%
[2024-03-18 19:10:26] Epoch [4/20], phase: train, samples: 58437, Loss: 0.0024, Top-1 Accuracy: 79.43%, Top-3 Accuracy: 93.90%
[2024-03-18 19:10:36] Epoch [4/20], phase: val, samples: 19479, Loss: 0.0029, Top-1 Accuracy: 76.04%, Top-3 Accuracy: 92.62%
[2024-03-18 19:11:09] Epoch [5/20], phase: train, samples: 58437, Loss: 0.0022, Top-1 Accuracy: 81.23%, Top-3 Accuracy: 94.61%
[2024-03-18 19:11:19] Epoch [5/20], phase: val, samples: 19479, Loss: 0.0027, Top-1 Accuracy: 77.47%, Top-3 Accuracy: 92.56%
[2024-03-18 19:11:53] Epoch [6/20], phase: train, samples: 58437, Loss: 0.0021, Top-1 Accuracy: 82.45%, Top-3 Accuracy: 95.11%
[2024-03-18 19:12:03] Epoch [6/20], phase: val, samples: 19479, Loss: 0.0029, Top-1 Accuracy: 77.11%, Top-3 Accuracy: 92.58%
[2024-03-18 19:12:35] Epoch [7/20], phase: train, samples: 58437, Loss: 0.0019, Top-1 Accuracy: 83.56%, Top-3 Accuracy: 95.57%
[2024-03-18 19:12:45] Epoch [7/20], phase: val, samples: 19479, Loss: 0.0032, Top-1 Accuracy: 75.50%, Top-3 Accuracy: 91.81%
[2024-03-18 19:13:16] Epoch [8/20], phase: train, samples: 58437, Loss: 0.0018, Top-1 Accuracy: 84.51%, Top-3 Accuracy: 95.96%
[2024-03-18 19:13:26] Epoch [8/20], phase: val, samples: 19479, Loss: 0.0031, Top-1 Accuracy: 77.33%, Top-3 Accuracy: 92.22%
[2024-03-18 19:13:56] Epoch [9/20], phase: train, samples: 58437, Loss: 0.0017, Top-1 Accuracy: 85.28%, Top-3 Accuracy: 96.26%
[2024-03-18 19:14:06] Epoch [9/20], phase: val, samples: 19479, Loss: 0.0032, Top-1 Accuracy: 77.05%, Top-3 Accuracy: 92.16%
[2024-03-18 19:14:37] Epoch [10/20], phase: train, samples: 58437, Loss: 0.0017, Top-1 Accuracy: 85.87%, Top-3 Accuracy: 96.43%
[2024-03-18 19:14:47] Epoch [10/20], phase: val, samples: 19479, Loss: 0.0033, Top-1 Accuracy: 76.90%, Top-3 Accuracy: 91.79%
[2024-03-18 19:15:19] Epoch [11/20], phase: train, samples: 58437, Loss: 0.0016, Top-1 Accuracy: 86.47%, Top-3 Accuracy: 96.73%
[2024-03-18 19:15:28] Epoch [11/20], phase: val, samples: 19479, Loss: 0.0033, Top-1 Accuracy: 76.45%, Top-3 Accuracy: 92.88%
[2024-03-18 19:16:00] Epoch [12/20], phase: train, samples: 58437, Loss: 0.0015, Top-1 Accuracy: 87.08%, Top-3 Accuracy: 96.92%
[2024-03-18 19:16:10] Epoch [12/20], phase: val, samples: 19479, Loss: 0.0027, Top-1 Accuracy: 80.25%, Top-3 Accuracy: 94.25%
[2024-03-18 19:16:41] Epoch [13/20], phase: train, samples: 58437, Loss: 0.0014, Top-1 Accuracy: 87.52%, Top-3 Accuracy: 97.18%
[2024-03-18 19:16:51] Epoch [13/20], phase: val, samples: 19479, Loss: 0.0032, Top-1 Accuracy: 78.12%, Top-3 Accuracy: 92.94%
[2024-03-18 19:17:19] Epoch [14/20], phase: train, samples: 58437, Loss: 0.0014, Top-1 Accuracy: 88.25%, Top-3 Accuracy: 97.49%
[2024-03-18 19:17:29] Epoch [14/20], phase: val, samples: 19479, Loss: 0.0033, Top-1 Accuracy: 77.81%, Top-3 Accuracy: 92.59%
[2024-03-18 19:18:01] Epoch [15/20], phase: train, samples: 58437, Loss: 0.0013, Top-1 Accuracy: 89.04%, Top-3 Accuracy: 97.71%
[2024-03-18 19:18:11] Epoch [15/20], phase: val, samples: 19479, Loss: 0.0032, Top-1 Accuracy: 78.66%, Top-3 Accuracy: 92.77%
[2024-03-18 19:18:43] Epoch [16/20], phase: train, samples: 58437, Loss: 0.0012, Top-1 Accuracy: 89.38%, Top-3 Accuracy: 97.83%
[2024-03-18 19:18:53] Epoch [16/20], phase: val, samples: 19479, Loss: 0.0029, Top-1 Accuracy: 80.15%, Top-3 Accuracy: 93.82%
[2024-03-18 19:19:25] Epoch [17/20], phase: train, samples: 58437, Loss: 0.0011, Top-1 Accuracy: 90.04%, Top-3 Accuracy: 98.11%
[2024-03-18 19:19:35] Epoch [17/20], phase: val, samples: 19479, Loss: 0.0028, Top-1 Accuracy: 80.86%, Top-3 Accuracy: 93.90%
[2024-03-18 19:20:06] Epoch [18/20], phase: train, samples: 58437, Loss: 0.0011, Top-1 Accuracy: 90.48%, Top-3 Accuracy: 98.29%
[2024-03-18 19:20:15] Epoch [18/20], phase: val, samples: 19479, Loss: 0.0032, Top-1 Accuracy: 80.05%, Top-3 Accuracy: 93.57%
[2024-03-18 19:20:47] Epoch [19/20], phase: train, samples: 58437, Loss: 0.0010, Top-1 Accuracy: 90.96%, Top-3 Accuracy: 98.45%
[2024-03-18 19:20:57] Epoch [19/20], phase: val, samples: 19479, Loss: 0.0029, Top-1 Accuracy: 81.34%, Top-3 Accuracy: 94.23%
[2024-03-18 19:21:29] Epoch [20/20], phase: train, samples: 58437, Loss: 0.0009, Top-1 Accuracy: 91.65%, Top-3 Accuracy: 98.71%
[2024-03-18 19:21:39] Epoch [20/20], phase: val, samples: 19479, Loss: 0.0035, Top-1 Accuracy: 78.33%, Top-3 Accuracy: 92.96%
Elapsed time: 830.2489724159241 seconds
[2024-03-18 23:28:34] BASELINE with Resnet18
